Customer,Marketing Date,Marketing Touch
Customer 3,2022-04-25,Unknown
Customer 78,2022-05-30,Direct
Customer 88,2022-03-18,Referral
Customer 42,2022-03-02,Email
Customer 124,2022-01-11,Email
Customer 176,2022-01-11,Direct
Customer 80,2022-06-27,Direct
Customer 108,2022-03-09,Email
Customer 24,2022-06-15,Email
Customer 106,2022-06-02,Unknown
Customer 103,2022-06-14,Organic
Customer 57,2022-05-05,Referral
Customer 192,2022-05-04,Organic
Customer 84,2022-05-18,Direct
Customer 92,2022-05-09,Referral
Customer 98,2022-01-22,Organic
Customer 21,2022-05-06,Referral
Customer 192,2022-05-15,Unknown
Customer 83,2022-02-18,Organic
Customer 89,2022-03-30,Email
Customer 162,2022-03-25,Direct
Customer 52,2022-01-21,Direct
Customer 194,2022-02-25,Unknown
Customer 121,2022-01-11,Unknown
Customer 90,2022-05-21,Referral
Customer 5,2022-05-02,Email
Customer 76,2022-03-31,Organic
Customer 36,2022-02-13,Email
Customer 195,2022-03-04,Referral
Customer 75,2022-01-14,Unknown
Customer 63,2022-02-24,Organic
Customer 162,2022-05-10,Email
Customer 118,2022-02-24,Unknown
Customer 128,2022-03-29,Organic
Customer 192,2022-05-26,Email
Customer 197,2022-01-28,Direct
Customer 112,2022-05-16,Referral
Customer 82,2022-02-03,Unknown
Customer 128,2022-06-22,Direct
Customer 130,2022-04-29,Email
Customer 148,2022-02-03,Unknown
Customer 159,2022-03-22,Unknown
Customer 28,2022-01-26,Organic
Customer 200,2022-01-10,Referral
Customer 64,2022-01-12,Email
Customer 149,2022-06-06,Direct
Customer 20,2022-06-01,Unknown
Customer 172,2022-06-29,Referral
Customer 127,2022-03-09,Organic
Customer 57,2022-05-29,Unknown
Customer 51,2022-06-26,Email
Customer 158,2022-01-13,Email
Customer 167,2022-05-02,Referral
Customer 151,2022-04-06,Organic
Customer 77,2022-06-03,Referral
Customer 17,2022-01-31,Referral
Customer 182,2022-04-30,Unknown
Customer 42,2022-02-06,Email
Customer 69,2022-03-08,Direct
Customer 55,2022-05-15,Organic
Customer 50,2022-06-13,Email
Customer 146,2022-01-04,Email
Customer 171,2022-01-30,Direct
Customer 57,2022-02-27,Referral
Customer 143,2022-06-14,Direct
Customer 164,2022-01-21,Unknown
Customer 17,2022-01-29,Direct
Customer 23,2022-02-13,Organic
Customer 17,2022-04-12,Referral
Customer 188,2022-02-10,Email
Customer 54,2022-05-28,Email
Customer 177,2022-02-22,Referral
Customer 2,2022-01-25,Direct
Customer 142,2022-06-17,Unknown
Customer 155,2022-04-15,Direct
Customer 113,2022-05-20,Direct
Customer 91,2022-04-06,Direct
Customer 144,2022-02-27,Email
Customer 14,2022-02-01,Unknown
Customer 154,2022-04-10,Organic
Customer 123,2022-05-31,Email
Customer 64,2022-01-31,Direct
Customer 196,2022-04-18,Email
Customer 3,2022-04-24,Email
Customer 191,2022-05-14,Email
Customer 138,2022-02-23,Unknown
Customer 64,2022-06-24,Organic
Customer 36,2022-01-22,Unknown
Customer 140,2022-04-21,Direct
Customer 113,2022-03-12,Email
Customer 138,2022-04-25,Organic
Customer 108,2022-01-14,Organic
Customer 141,2022-06-07,Email
Customer 94,2022-01-28,Direct
Customer 112,2022-06-21,Unknown
Customer 34,2022-06-28,Email
Customer 53,2022-04-05,Email
Customer 77,2022-01-15,Unknown
Customer 43,2022-05-06,Referral
Customer 115,2022-03-14,Direct
Customer 51,2022-06-28,Unknown
Customer 70,2022-04-20,Unknown
Customer 34,2022-05-29,Direct
Customer 68,2022-06-20,Referral
Customer 121,2022-03-10,Email
Customer 157,2022-05-11,Unknown
Customer 76,2022-06-20,Referral
Customer 50,2022-02-23,Organic
Customer 17,2022-06-21,Unknown
Customer 84,2022-03-21,Direct
Customer 120,2022-01-14,Referral
Customer 10,2022-01-29,Referral
Customer 78,2022-04-21,Unknown
Customer 120,2022-02-04,Organic
Customer 98,2022-04-06,Email
Customer 54,2022-01-15,Referral
Customer 100,2022-06-02,Direct
Customer 123,2022-06-14,Direct
Customer 98,2022-04-30,Unknown
Customer 194,2022-03-05,Direct
Customer 194,2022-03-21,Organic
Customer 135,2022-06-13,Organic
Customer 19,2022-04-14,Email
Customer 68,2022-02-28,Email
Customer 2,2022-05-29,Email
Customer 25,2022-06-10,Direct
Customer 14,2022-01-03,Referral
Customer 173,2022-04-03,Email
Customer 153,2022-05-27,Unknown
Customer 198,2022-05-13,Organic
Customer 169,2022-05-13,Referral
Customer 123,2022-03-13,Unknown
Customer 184,2022-02-27,Email
Customer 6,2022-02-22,Unknown
Customer 146,2022-05-30,Organic
Customer 101,2022-03-17,Direct
Customer 166,2022-03-29,Organic
Customer 13,2022-02-27,Direct
Customer 157,2022-03-07,Email
Customer 140,2022-03-04,Unknown
Customer 117,2022-06-28,Organic
Customer 47,2022-03-01,Organic
Customer 90,2022-02-16,Direct
Customer 121,2022-06-20,Organic
Customer 61,2022-04-27,Email
Customer 192,2022-02-20,Unknown
Customer 125,2022-04-14,Unknown
Customer 48,2022-04-24,Direct
Customer 98,2022-04-25,Unknown
Customer 131,2022-03-10,Direct
Customer 136,2022-05-08,Unknown
Customer 6,2022-06-23,Unknown
Customer 195,2022-04-17,Organic
Customer 56,2022-06-16,Unknown
Customer 194,2022-04-06,Direct
Customer 56,2022-03-02,Organic
Customer 129,2022-05-16,Unknown
Customer 85,2022-02-22,Direct
Customer 79,2022-02-17,Email
Customer 118,2022-01-01,Organic
Customer 141,2022-01-01,Referral
Customer 127,2022-05-03,Organic
Customer 83,2022-02-15,Referral
Customer 185,2022-03-31,Unknown
Customer 197,2022-04-04,Organic
Customer 115,2022-01-03,Unknown
Customer 120,2022-05-30,Direct
Customer 7,2022-04-12,Organic
Customer 49,2022-02-14,Organic
Customer 18,2022-04-01,Direct
Customer 113,2022-02-05,Organic
Customer 104,2022-04-17,Email
Customer 155,2022-05-31,Organic
Customer 48,2022-01-19,Unknown
Customer 58,2022-06-10,Organic
Customer 165,2022-04-04,Organic
Customer 5,2022-04-30,Unknown
Customer 80,2022-04-06,Email
Customer 85,2022-04-09,Unknown
Customer 132,2022-05-10,Unknown
Customer 111,2022-03-14,Organic
Customer 106,2022-06-06,Organic
Customer 149,2022-06-25,Email
Customer 62,2022-02-09,Unknown
Customer 59,2022-05-07,Unknown
Customer 170,2022-01-19,Email
Customer 11,2022-05-23,Unknown
Customer 67,2022-01-31,Unknown
Customer 86,2022-06-01,Email
Customer 51,2022-02-15,Referral
Customer 12,2022-01-29,Email
Customer 115,2022-06-02,Unknown
Customer 60,2022-06-03,Organic
Customer 93,2022-04-17,Direct
Customer 127,2022-04-02,Organic
Customer 29,2022-06-14,Direct
Customer 69,2022-04-09,Referral
Customer 91,2022-03-12,Direct
Customer 94,2022-05-20,Referral
Customer 32,2022-06-21,Organic
Customer 140,2022-05-30,Organic
Customer 20,2022-03-06,Email
Customer 128,2022-05-02,Referral
Customer 43,2022-05-18,Referral
Customer 183,2022-02-20,Direct
Customer 14,2022-06-27,Direct
Customer 16,2022-01-19,Direct
Customer 26,2022-03-20,Email
Customer 144,2022-06-11,Referral
Customer 81,2022-01-03,Unknown
Customer 90,2022-05-22,Organic
Customer 137,2022-05-19,Organic
Customer 14,2022-03-20,Referral
Customer 152,2022-03-23,Email
Customer 50,2022-04-07,Email
Customer 27,2022-01-25,Email
Customer 59,2022-06-09,Direct
Customer 72,2022-06-01,Organic
Customer 149,2022-06-06,Direct
Customer 11,2022-04-16,Direct
Customer 45,2022-02-13,Referral
Customer 30,2022-06-24,Direct
Customer 146,2022-04-15,Unknown
Customer 188,2022-02-07,Email
Customer 158,2022-06-13,Direct
Customer 189,2022-01-31,Email
Customer 95,2022-05-12,Direct
Customer 115,2022-01-24,Referral
Customer 192,2022-06-08,Email
Customer 169,2022-06-21,Email
Customer 37,2022-05-22,Referral
Customer 185,2022-04-24,Unknown
Customer 82,2022-05-14,Unknown
Customer 110,2022-06-01,Organic
Customer 129,2022-02-15,Referral
Customer 46,2022-06-07,Organic
Customer 35,2022-03-06,Referral
Customer 177,2022-02-18,Unknown
Customer 124,2022-04-12,Referral
Customer 71,2022-04-30,Organic
Customer 110,2022-02-27,Email
Customer 178,2022-04-26,Organic
Customer 200,2022-06-28,Referral
Customer 146,2022-01-29,Direct
Customer 181,2022-02-08,Organic
Customer 101,2022-01-04,Referral
Customer 162,2022-04-27,Direct
Customer 109,2022-05-18,Unknown
Customer 131,2022-06-07,Email
Customer 47,2022-02-17,Organic
Customer 180,2022-04-19,Email
Customer 123,2022-05-16,Referral
Customer 46,2022-02-07,Organic
Customer 150,2022-01-25,Direct
Customer 63,2022-03-22,Unknown
Customer 14,2022-03-14,Unknown
Customer 171,2022-04-30,Direct
Customer 7,2022-04-10,Unknown
Customer 190,2022-05-31,Email
Customer 90,2022-05-30,Unknown
Customer 172,2022-06-04,Email
Customer 90,2022-03-12,Referral
Customer 162,2022-02-01,Organic
Customer 47,2022-06-22,Direct
Customer 194,2022-01-13,Organic
Customer 114,2022-05-22,Unknown
Customer 105,2022-02-09,Organic
Customer 119,2022-05-20,Organic
Customer 151,2022-03-31,Referral
Customer 160,2022-04-30,Organic
Customer 103,2022-06-24,Organic
Customer 79,2022-05-08,Referral
Customer 169,2022-01-27,Referral
Customer 156,2022-05-14,Unknown
Customer 4,2022-01-15,Direct
Customer 137,2022-03-02,Direct
Customer 176,2022-01-15,Referral
Customer 23,2022-03-24,Email
Customer 104,2022-06-19,Referral
Customer 5,2022-05-30,Referral
Customer 2,2022-04-14,Unknown
Customer 195,2022-02-17,Organic
Customer 35,2022-06-04,Organic
Customer 116,2022-02-15,Referral
Customer 51,2022-06-21,Referral
Customer 10,2022-01-01,Direct
Customer 45,2022-03-23,Referral
Customer 65,2022-01-12,Referral
Customer 48,2022-04-18,Referral
Customer 154,2022-05-16,Email
Customer 119,2022-01-05,Referral
Customer 198,2022-01-01,Email
Customer 68,2022-01-16,Organic
Customer 6,2022-03-15,Email
Customer 145,2022-05-10,Organic
Customer 40,2022-03-03,Email
Customer 111,2022-05-19,Direct
Customer 99,2022-02-21,Organic
Customer 142,2022-02-16,Organic
Customer 37,2022-02-21,Organic
Customer 117,2022-01-17,Email
Customer 94,2022-02-23,Unknown
Customer 144,2022-02-04,Referral
Customer 171,2022-01-24,Email
Customer 113,2022-01-11,Referral
Customer 52,2022-02-08,Referral
Customer 152,2022-06-17,Direct
Customer 16,2022-02-28,Direct
Customer 2,2022-05-08,Referral
Customer 2,2022-02-16,Unknown
Customer 132,2022-06-27,Referral
Customer 179,2022-04-16,Referral
Customer 88,2022-02-27,Email
Customer 51,2022-06-20,Email
Customer 57,2022-05-17,Email
Customer 113,2022-06-27,Referral
Customer 14,2022-05-04,Unknown
Customer 83,2022-01-17,Direct
Customer 69,2022-03-08,Direct
Customer 73,2022-03-09,Unknown
Customer 83,2022-02-08,Referral
Customer 140,2022-02-03,Unknown
Customer 51,2022-06-01,Direct
Customer 104,2022-01-29,Organic
Customer 38,2022-02-14,Referral
Customer 42,2022-06-30,Referral
Customer 113,2022-05-23,Direct
Customer 139,2022-06-25,Organic
Customer 103,2022-05-21,Unknown
Customer 183,2022-05-24,Email
Customer 120,2022-03-30,Email
Customer 88,2022-02-16,Direct
Customer 56,2022-02-01,Direct
Customer 57,2022-02-01,Organic
Customer 177,2022-02-06,Direct
Customer 162,2022-06-19,Direct
Customer 176,2022-02-07,Email
Customer 44,2022-01-06,Organic
Customer 13,2022-02-06,Direct
Customer 18,2022-05-02,Organic
Customer 143,2022-06-14,Email
Customer 33,2022-03-17,Email
Customer 186,2022-05-28,Direct
Customer 112,2022-05-13,Email
Customer 65,2022-03-08,Email
Customer 160,2022-02-02,Referral
Customer 61,2022-04-16,Organic
Customer 159,2022-03-10,Referral
Customer 2,2022-05-25,Referral
Customer 19,2022-05-09,Unknown
Customer 103,2022-01-06,Unknown
Customer 80,2022-05-23,Email
Customer 25,2022-03-26,Direct
Customer 186,2022-03-01,Unknown
Customer 172,2022-06-21,Organic
Customer 161,2022-02-10,Referral
Customer 27,2022-01-06,Organic
Customer 155,2022-02-05,Organic
Customer 139,2022-04-12,Unknown
Customer 170,2022-05-26,Organic
Customer 81,2022-02-01,Organic
Customer 57,2022-01-17,Email
Customer 92,2022-03-10,Email
Customer 34,2022-03-25,Organic
Customer 31,2022-04-10,Referral
Customer 41,2022-06-08,Unknown
Customer 33,2022-03-22,Unknown
Customer 185,2022-01-19,Organic
Customer 82,2022-03-30,Email
Customer 79,2022-01-21,Organic
Customer 176,2022-06-29,Email
Customer 172,2022-06-25,Organic
Customer 73,2022-02-06,Direct
Customer 197,2022-05-23,Referral
Customer 3,2022-02-08,Organic
Customer 111,2022-01-18,Organic
Customer 163,2022-05-28,Organic
Customer 10,2022-02-04,Referral
Customer 88,2022-01-02,Organic
Customer 165,2022-01-18,Email
Customer 154,2022-06-01,Email
Customer 55,2022-04-22,Organic
Customer 70,2022-01-28,Direct
Customer 107,2022-05-12,Referral
Customer 39,2022-04-22,Unknown
Customer 167,2022-06-15,Unknown
Customer 1,2022-02-27,Organic
Customer 26,2022-02-24,Organic
Customer 95,2022-04-18,Direct
Customer 54,2022-03-16,Referral
Customer 1,2022-01-30,Referral
Customer 152,2022-05-28,Referral
Customer 127,2022-01-12,Direct
Customer 71,2022-03-28,Referral
Customer 107,2022-05-11,Email
Customer 167,2022-04-28,Email
Customer 20,2022-03-01,Direct
Customer 23,2022-03-25,Direct
Customer 114,2022-04-04,Direct
Customer 72,2022-06-02,Email
Customer 120,2022-03-22,Organic
Customer 34,2022-02-15,Direct
Customer 168,2022-06-18,Unknown
Customer 35,2022-03-10,Referral
Customer 10,2022-03-14,Unknown
Customer 52,2022-06-24,Unknown
Customer 62,2022-06-27,Referral
Customer 140,2022-06-08,Organic
Customer 166,2022-05-21,Referral
Customer 57,2022-02-23,Referral
Customer 35,2022-03-15,Direct
Customer 102,2022-06-27,Unknown
Customer 89,2022-06-05,Direct
Customer 34,2022-04-27,Direct
Customer 183,2022-03-27,Organic
Customer 80,2022-03-10,Direct
Customer 149,2022-01-14,Direct
Customer 143,2022-04-13,Referral
Customer 133,2022-04-25,Unknown
Customer 163,2022-02-24,Organic
Customer 117,2022-01-18,Email
Customer 53,2022-05-26,Organic
Customer 171,2022-02-05,Organic
Customer 78,2022-04-29,Email
Customer 122,2022-01-01,Email
Customer 155,2022-04-08,Organic
Customer 15,2022-02-26,Referral
Customer 10,2022-03-14,Direct
Customer 84,2022-02-16,Email
Customer 190,2022-01-05,Unknown
Customer 120,2022-02-28,Organic
Customer 174,2022-05-14,Referral
Customer 99,2022-04-23,Email
Customer 164,2022-01-22,Organic
Customer 116,2022-05-20,Organic
Customer 195,2022-05-27,Direct
Customer 132,2022-01-11,Email
Customer 166,2022-04-04,Referral
Customer 179,2022-01-25,Unknown
Customer 124,2022-05-30,Direct
Customer 35,2022-04-02,Email
Customer 49,2022-06-27,Organic
Customer 22,2022-05-26,Organic
Customer 174,2022-03-17,Unknown
Customer 98,2022-01-24,Organic
Customer 135,2022-06-24,Referral
Customer 49,2022-01-14,Unknown
Customer 193,2022-05-17,Organic
Customer 146,2022-03-08,Email
Customer 85,2022-06-03,Unknown
Customer 114,2022-04-04,Organic
Customer 43,2022-03-19,Organic
Customer 136,2022-06-23,Email
Customer 75,2022-06-06,Direct
Customer 163,2022-03-20,Referral
Customer 88,2022-01-27,Referral
Customer 59,2022-02-25,Direct
Customer 8,2022-03-03,Direct
Customer 3,2022-06-29,Organic
Customer 35,2022-03-25,Referral
Customer 116,2022-02-15,Organic
Customer 70,2022-02-08,Organic
Customer 56,2022-02-28,Organic
Customer 133,2022-05-04,Unknown
Customer 14,2022-03-19,Referral
Customer 45,2022-02-16,Referral
Customer 106,2022-01-24,Direct
Customer 148,2022-04-13,Email
Customer 34,2022-03-02,Referral
Customer 14,2022-04-16,Unknown
Customer 152,2022-03-24,Direct
Customer 5,2022-04-01,Unknown
Customer 155,2022-06-10,Unknown
Customer 194,2022-02-22,Direct
Customer 49,2022-05-02,Email
Customer 172,2022-06-05,Direct
Customer 151,2022-01-18,Unknown
Customer 175,2022-05-05,Organic
Customer 198,2022-04-09,Organic
Customer 29,2022-01-29,Referral
Customer 68,2022-06-29,Direct
Customer 127,2022-05-16,Unknown
Customer 169,2022-02-01,Organic
Customer 178,2022-04-03,Organic
Customer 191,2022-03-18,Organic
Customer 54,2022-05-23,Referral
Customer 1,2022-05-19,Organic
Customer 192,2022-03-25,Unknown
Customer 9,2022-03-16,Referral
Customer 99,2022-02-21,Referral
Customer 98,2022-01-09,Email
Customer 172,2022-01-14,Unknown
Customer 21,2022-01-18,Direct
Customer 139,2022-03-25,Referral
Customer 38,2022-01-25,Direct
Customer 59,2022-05-04,Email
Customer 4,2022-01-01,Email
Customer 178,2022-03-19,Email
Customer 48,2022-03-25,Direct
Customer 118,2022-05-26,Email
Customer 151,2022-06-03,Referral
Customer 139,2022-05-29,Direct
Customer 153,2022-01-03,Referral
Customer 119,2022-03-13,Organic
Customer 162,2022-01-05,Email
Customer 160,2022-01-06,Unknown
Customer 79,2022-01-26,Referral
Customer 159,2022-02-06,Referral
Customer 34,2022-06-07,Email
Customer 87,2022-02-10,Direct
Customer 106,2022-01-29,Unknown
Customer 200,2022-05-07,Direct
Customer 67,2022-03-21,Direct
Customer 185,2022-06-13,Unknown
Customer 146,2022-06-23,Email
Customer 34,2022-01-05,Unknown
Customer 84,2022-06-24,Organic
Customer 183,2022-03-19,Direct
Customer 27,2022-03-09,Direct
Customer 41,2022-04-16,Unknown
Customer 166,2022-06-18,Referral
Customer 108,2022-06-25,Direct
Customer 97,2022-01-10,Unknown
Customer 99,2022-04-16,Email
Customer 80,2022-05-03,Email
Customer 97,2022-01-27,Direct
Customer 26,2022-03-28,Organic
Customer 73,2022-01-03,Unknown
Customer 32,2022-01-28,Referral
Customer 85,2022-05-12,Direct
Customer 144,2022-05-23,Referral
Customer 85,2022-03-04,Referral
Customer 30,2022-06-27,Organic
Customer 83,2022-05-20,Direct
Customer 130,2022-02-16,Unknown
Customer 139,2022-02-20,Email
Customer 99,2022-04-03,Unknown
Customer 112,2022-05-28,Organic
Customer 16,2022-02-22,Unknown
Customer 134,2022-05-04,Organic
Customer 81,2022-05-31,Unknown
Customer 41,2022-04-25,Email
Customer 29,2022-03-30,Direct
Customer 98,2022-04-14,Referral
Customer 9,2022-04-23,Email
Customer 82,2022-01-02,Direct
Customer 16,2022-02-09,Unknown
Customer 177,2022-03-29,Unknown
Customer 137,2022-04-04,Direct
Customer 186,2022-04-11,Direct
Customer 99,2022-04-13,Organic
Customer 71,2022-05-28,Direct
Customer 56,2022-03-04,Direct
Customer 47,2022-05-25,Unknown
Customer 76,2022-06-15,Unknown
Customer 36,2022-05-15,Referral
Customer 162,2022-06-22,Direct
Customer 41,2022-01-04,Organic
Customer 182,2022-02-22,Organic
Customer 69,2022-01-19,Referral
Customer 40,2022-03-09,Organic
Customer 19,2022-04-02,Email
Customer 14,2022-03-26,Direct
Customer 57,2022-03-16,Unknown
Customer 36,2022-04-22,Email
Customer 138,2022-04-28,Unknown
Customer 44,2022-02-23,Direct
Customer 143,2022-01-15,Unknown
Customer 122,2022-01-09,Email
Customer 6,2022-04-15,Organic
Customer 129,2022-01-28,Organic
Customer 81,2022-05-29,Direct
Customer 170,2022-04-01,Direct
Customer 69,2022-01-10,Unknown
Customer 20,2022-05-02,Organic
Customer 2,2022-02-22,Referral
Customer 17,2022-02-16,Unknown
Customer 171,2022-06-30,Direct
Customer 101,2022-02-10,Organic
Customer 160,2022-01-25,Email
Customer 132,2022-06-15,Email
Customer 4,2022-01-10,Email
Customer 168,2022-02-23,Email
Customer 150,2022-06-23,Email
Customer 73,2022-04-07,Organic
Customer 36,2022-03-26,Unknown
Customer 129,2022-04-20,Organic
Customer 46,2022-04-07,Referral
Customer 64,2022-04-26,Email
Customer 147,2022-02-21,Email
Customer 1,2022-01-25,Referral
Customer 115,2022-02-11,Organic
Customer 113,2022-01-02,Unknown
Customer 99,2022-03-03,Direct
Customer 165,2022-03-18,Unknown
Customer 106,2022-02-07,Direct
Customer 133,2022-01-26,Direct
Customer 77,2022-01-31,Organic
Customer 157,2022-03-21,Email
Customer 193,2022-01-18,Direct
Customer 91,2022-02-22,Organic
Customer 162,2022-03-31,Unknown
Customer 65,2022-06-11,Direct
Customer 189,2022-06-13,Unknown
Customer 6,2022-01-12,Unknown
Customer 49,2022-01-31,Organic
Customer 20,2022-01-12,Referral
Customer 61,2022-06-07,Organic
Customer 83,2022-02-05,Direct
Customer 74,2022-05-27,Direct
Customer 35,2022-05-05,Direct
Customer 103,2022-06-30,Unknown
Customer 134,2022-02-07,Referral
Customer 9,2022-02-24,Unknown
Customer 38,2022-05-05,Email
Customer 6,2022-03-21,Unknown
Customer 29,2022-02-23,Referral
Customer 12,2022-06-11,Unknown
Customer 88,2022-01-06,Unknown
Customer 50,2022-04-13,Referral
Customer 64,2022-02-22,Direct
Customer 185,2022-03-11,Referral
Customer 106,2022-06-01,Referral
Customer 162,2022-05-13,Organic
Customer 67,2022-03-21,Organic
Customer 113,2022-04-04,Organic
Customer 36,2022-01-09,Organic
Customer 167,2022-02-25,Referral
Customer 82,2022-06-11,Unknown
